lat,lon
21.1089880285799,-157.092688740286
21.1089880285799,-157.092688740286
21.1076491745806,-157.093898337271
21.1079377453811,-157.094503764264
21.1117462231786,-157.090188310318
21.1035680609733,-157.086319227353
21.1077382964659,-157.075890177477
21.1017544008506,-157.059145618662
21.101479110348,-157.056096961696
21.1047044811478,-157.054848420714
21.0967480819393,-157.046950660796
21.094271723127,-157.032860191955
21.0877641685222,-157.028956760993
21.0877277262214,-157.028073868003
21.0894666139205,-157.026385600025
21.0856446571173,-157.023728855051
21.080031844297,-157.000844198309
21.0770148166962,-157.000876728305
21.0766968541865,-156.98918548944
21.0632662545501,-156.949559242886
21.0545308508118,-156.906341741382
21.0566217278109,-156.904689825404
21.0553219988026,-156.895201282514
21.0449341294826,-156.874399009746
21.0503535196814,-156.871404433788
21.0500041690769,-156.86613210185
21.0565502631697,-156.855781606981
21.0554989035634,-156.848696212064
21.0535543596616,-156.847015339081
21.0494743927629,-156.849746614044
21.0546530245525,-156.835987847214
21.0600683543509,-156.832592673261
21.0616687977436,-156.82359189237
21.0670561288394,-156.817159695454
21.0666853599271,-156.802733070625
21.0811681222147,-156.784294243865
21.0825934047071,-156.774988595979
21.0897424565043,-156.769771928051
21.1053530854877,-156.746257223355
21.1109384553879,-156.744943028378
21.1143865469813,-156.736371026486
21.126370912578,-156.729372720587
21.1295103486732,-156.722964945669
21.1308758900584,-156.705538531882
21.130489461258,-156.705171106886
21.1308904689579,-156.704891124889
21.1308812239578,-156.704783402891
21.1308812239578,-156.704783402891
21.1310445561578,-156.704772590891
21.1313136782581,-156.705100334888
21.1313136782581,-156.705100334888
21.1315478796577,-156.704507584895
21.1315687016576,-156.704402538896
21.1315687016576,-156.704402538896
21.1315711397576,-156.704387559897
21.1316416304577,-156.704448837896
21.1306145992554,-156.702123162923
21.1339913628556,-156.701410106936
21.1339913628556,-156.701410106936
21.1438037083678,-156.712983738809
21.1458655057683,-156.713077538811
21.1458655057683,-156.713077538811
21.1459785100683,-156.713091221811
21.1459887281684,-156.713205157809
21.1570756971679,-156.709655046868
21.1607342111747,-156.716635629788
21.1591854922856,-156.729571800629
21.1595022586857,-156.729661950628
21.1595022586857,-156.729661950628
21.159166256686,-156.730074710623
21.1603456249916,-156.73618408155
21.158168739494,-156.739589938506
21.1684285686929,-156.735638318568
21.1731230801973,-156.739498416527
21.1766207540236,-156.768944154176
21.1745507278342,-156.781744109019
21.1745507278342,-156.781744109019
21.1745475955342,-156.781787579018
21.1746103457342,-156.781772827018
21.1740715852366,-156.784718702982
21.1681058839408,-156.791185979896
21.1680937907449,-156.795903964839
21.1753407445535,-156.803894557753
21.1718869467652,-156.818451253573
21.1684090867724,-156.827820571457
21.1684090867724,-156.827820571457
21.1683373901725,-156.827916022455
21.1683853302726,-156.827998619454
21.1685992789726,-156.828028815454
21.1685992789726,-156.828028815454
21.1685800883727,-156.828156818453
21.1688250708728,-156.828169900453
21.1681904291724,-156.827829317456
21.1681237264724,-156.827908036455
21.1681061771723,-156.827758356457
21.1681061771723,-156.827758356457
21.1641885495738,-156.830559878418
21.1645285409771,-156.834406520373
21.1645285409771,-156.834406520373
