lat,lon
25.9633030357062,-173.944954156364
25.9667539594617,-173.943035355743
25.9661643146374,-173.941221026984
25.9672533849492,-173.940582971998
25.9672533849492,-173.940582971998
25.9657540091845,-173.939198787666
25.9696194738644,-173.939505248053
25.9701489503211,-173.938475066813
25.9707085330634,-173.938867155889
25.9707085330634,-173.938867155889
25.9709050951786,-173.939471947349
25.9716182302749,-173.93843699499
25.9747533549666,-173.938965651901
25.9747533549666,-173.938965651901
25.9747060206165,-173.936730566377
25.9747060206165,-173.936730566377
25.9758079781189,-173.936701990765
25.975970109464,-173.935681270866
25.9726082411078,-173.933125612357
25.9718348098316,-173.93131603024
25.9723814739296,-173.931098534937
25.9716382143708,-173.930711251517
25.9716382143708,-173.930711251517
25.9705707529815,-173.932365327408
25.9694256852365,-173.930362143971
25.9664698950651,-173.929625782181
25.9644712118098,-173.930694121172
25.9644712118098,-173.930694121172
25.9633390721894,-173.92930055851
25.9616990823912,-173.929952997951
25.9591149227929,-173.929410293116
25.9591149227929,-173.929410293116
25.9563772870739,-173.930294472144
25.9553184259533,-173.932354632591
25.9566126567947,-173.932727590199
25.9520470056636,-173.934065595974
25.9491299679052,-173.935157504228
25.9479978816915,-173.933764058961
25.9490610840769,-173.931907188224
25.9477668529102,-173.931534254602
25.950675236652,-173.930035982479
25.9513451829436,-173.926969695407
25.9542880335714,-173.927096478966
25.9546596654647,-173.92729008574
25.9553942993366,-173.927270993822
25.9553856687831,-173.926864685184
25.9553856687831,-173.926864685184
25.9553856687831,-173.926864685184
25.9553856687831,-173.926864685184
25.9553727208202,-173.926255222573
25.9557400373732,-173.926245673193
25.9580887304621,-173.924355169937
25.9580455212553,-173.922323587918
25.9574513120359,-173.920306363689
25.9550897106067,-173.921587471581
25.9564681203931,-173.91728296503
25.9568898281007,-173.916377610601
25.9561876382463,-173.916192658831
25.9561876382463,-173.916192658831
25.9558695133412,-173.915062647145
25.9558521822927,-173.914250036146
25.9551175574879,-173.914269209279
25.9551175574879,-173.914269209279
25.9538319638682,-173.914302760475
25.9538319638682,-173.914302760475
25.9539982859243,-173.913485369904
25.9540459440053,-173.915720015318
25.9521963856279,-173.915158480237
25.9517944122758,-173.91354289659
25.9524900208812,-173.911695402334
25.9515652369958,-173.911414667202
25.9515652369958,-173.911414667202
25.9533649200576,-173.90963994128
25.9544234422164,-173.907579648883
25.9546705006771,-173.901949621436
25.9550276562494,-173.901465950383
25.9553470837188,-173.899221683514
25.9553470837188,-173.899221683514
25.9558849798537,-173.89859778422
25.9573846894822,-173.899981307985
25.9595972405707,-173.900329827185
25.9619139073531,-173.90039106058
25.9619139073531,-173.90039106058
25.9623476909483,-173.900054424166
25.9626195911734,-173.900738410347
25.9624434157581,-173.904523979159
25.9622771510031,-173.905341436539
25.9616256667688,-173.90495194458
25.9616256667688,-173.90495194458
25.9598939885366,-173.905607101924
25.9528325088616,-173.901929993621
25.9528325088616,-173.901929993621
25.9525922792755,-173.899293927129
25.9532876968728,-173.897446356121
25.9532876968728,-173.897446356121
25.9519977670217,-173.897276944524
25.9571139079041,-173.895923088591
25.9581547654347,-173.893050015285
25.9581416738598,-173.892440557919
25.9592566799747,-173.893021053831
25.9592566799747,-173.893021053831
25.9616354320222,-173.892551981332
25.9627155175289,-173.891507209896
25.9632227953108,-173.889461111592
25.9666553431736,-173.886728107431
25.9694013604434,-173.886249184985
25.9687978915595,-173.883825672392
25.9763144199673,-173.88301750933
25.9777748597512,-173.88257236945
25.9777748597512,-173.88257236945
25.9771976177193,-173.88136781228
25.9779935506316,-173.884192999793
25.9779935506316,-173.884192999793
25.9776393852278,-173.884812242228
25.979821295033,-173.883738173768
25.9805339923529,-173.882702844501
25.9805339923529,-173.882702844501
25.9812861166378,-173.88349621488
25.9825366130674,-173.881836748392
25.9849328270782,-173.882180094909
25.9855451103948,-173.885010314328
25.9911027814708,-173.887100224657
25.9911027814708,-173.887100224657
25.9912951853795,-173.887501798272
25.9931535715588,-173.888469429441
25.9950075792211,-173.889233873447
25.9950075792211,-173.889233873447
25.9943515583732,-173.884371268314
25.9997956242551,-173.889717672558
26.0007313750332,-173.89050636816
26.0007313750332,-173.89050636816
26.0027313714985,-173.894642568813
26.0027313714985,-173.894642568813
26.008602028589,-173.89761966839
26.009730125598,-173.898810137825
26.0090478552297,-173.90126834872
26.0094722555782,-173.895359859564
26.0166299211181,-173.903509547449
26.01740374245,-173.905319564138
26.0183350732499,-173.905905237059
26.0183350732499,-173.905905237059
26.0178015299807,-173.906732726317
26.0168876165103,-173.906960073098
26.0168876165103,-173.906960073098
26.0157791666018,-173.906684096482
26.0154270942375,-173.907405120566
26.0152477927383,-173.907613190708
26.0152477927383,-173.907613190708
26.0145088267141,-173.907429203409
26.0133764360285,-173.906035350303
26.0174820936614,-173.908978193624
26.0185579077616,-173.907729748541
26.0189339186597,-173.90812663456
26.0189339186597,-173.90812663456
26.0218854299078,-173.908659362842
26.022728743693,-173.913721772547
26.0240403872524,-173.914907732007
26.0255313363057,-173.915885639236
26.0257280152668,-173.916490653152
26.0257280152668,-173.916490653152
26.0262702969019,-173.91606969041
26.0273244472165,-173.913804823253
26.0287359198237,-173.919666230335
26.0305984912723,-173.920837917794
26.0313027556069,-173.919395736294
26.0327980199341,-173.92057704017
26.0337553135852,-173.922382632365
26.0311884676086,-173.922653073378
26.0393061494194,-173.924170023193
26.0395352788329,-173.92629986433
26.0441569854009,-173.927603189056
26.0440079453158,-173.92923443661
26.0451142104607,-173.929409012312
26.0472165782769,-173.933219281847
