lat,lon
25.4319852592324,-170.650699797797
25.4309922910816,-170.654146694206
25.4300936998951,-170.655216947765
25.4296819523498,-170.655218119435
25.4256805507875,-170.655816650019
25.425726047534,-170.658797792678
25.4260880961526,-170.660183604309
25.4266554154559,-170.66075925235
25.4271494105598,-170.6593323117
25.4280627040057,-170.659613539345
25.4248416170924,-170.66164601482
25.4236939140649,-170.661786759988
25.4232547966098,-170.662876347576
25.4223621228122,-170.662199744648
25.4329781457851,-170.647252845819
25.4348817132841,-170.6467880259
25.4355046781405,-170.646359366969
25.435545358269,-170.646250862811
25.4359921161188,-170.645819752308
25.4362549972668,-170.645652082454
25.4364233245303,-170.644236211889
25.435888399812,-170.643062473026
25.4349131686806,-170.644611147948
25.4374953614762,-170.645149832596
25.4382157603464,-170.641565364447
25.4374047684146,-170.64115692826
25.4360017225414,-170.637338639365
25.4356483520381,-170.636690925336
25.4360113229083,-170.636351232679
25.4373188857394,-170.636320871679
25.4352387301377,-170.63448832775
25.4343436998623,-170.636072383649
25.4322159602936,-170.634351251576
25.4307036308559,-170.633185268743
25.4294788131797,-170.632647849199
25.4281681773402,-170.634119325566
25.4287319176332,-170.634934014604
25.4262191085991,-170.632991719433
25.4257864695631,-170.632523440677
25.42599637223,-170.632317898297
25.4309856498499,-170.629333933683
25.4318486248117,-170.630331954991
25.4319556157732,-170.628445995203
25.4313581745453,-170.627671658147
25.4318851950717,-170.626407752107
25.4328638677306,-170.627965924912
25.4324311909751,-170.632314342598
25.4316331273361,-170.623770076058
25.4278902876996,-170.621809660949
25.4265536453185,-170.622195442784
25.4256803258051,-170.622226576169
25.4264625231708,-170.620553263835
25.4272139214238,-170.623431944009
25.4258825578067,-170.615485462842
25.425036832354,-170.615579330475
25.4242514714063,-170.614451631093
25.42288190473,-170.615089525865
25.4229631066382,-170.615461100716
25.4217915402799,-170.612535633555
25.4222487128584,-170.612065265725
25.4218194574715,-170.611039776466
25.4221981635925,-170.609319090661
25.4214569242466,-170.608902909665
25.4214569242466,-170.608902909665
25.4230531244433,-170.608110637081
25.4249868026648,-170.607300450177
25.4249868026648,-170.607300450177
25.4254750619829,-170.607958196623
25.4262343249356,-170.606095844479
25.4274672410463,-170.606080952632
25.428395796829,-170.607774456685
25.4292708853431,-170.605606412326
25.4309909917829,-170.605236476224
25.4297049818815,-170.602338356252
25.4296056207684,-170.602123119221
25.4302220968105,-170.601834858259
25.4294238982699,-170.600815126996
25.4319141902336,-170.601725231591
25.4323528442063,-170.600887662332
25.4329441902772,-170.600202947092
25.4338724924879,-170.600911413501
25.4344457608091,-170.601189067515
25.4348639854442,-170.60069521694
25.4360339674962,-170.601417424684
25.4365662833586,-170.601843228905
25.4367598430642,-170.601597361372
25.4365819640937,-170.600743990265
25.4371377609429,-170.600763198226
25.4360153397317,-170.599842264953
25.4350453005265,-170.598869199746
25.4343442661195,-170.598415953352
25.4364682604111,-170.59770628938
25.4365427076347,-170.5961378439
25.4363676352044,-170.594849362089
25.4349868476239,-170.595345159538
25.4340506020597,-170.593384431177
25.4336364739402,-170.59369928379
25.4327782316701,-170.593109529203
25.4335721681161,-170.592312786381
25.4354219118379,-170.593053203646
25.4305980102709,-170.590590471376
25.4309962560757,-170.58958340038
25.4287366441528,-170.59160604246
25.4297800087186,-170.593975118128
25.4255282740214,-170.590608643433
25.4258663051945,-170.588734085641
25.4232051947465,-170.589998028402
25.4215308081343,-170.591032418885
25.4204801731233,-170.590941467818
25.4201979881677,-170.592750394181
25.4196124313547,-170.589280224221
25.4185141180485,-170.587879584205
25.4173764640721,-170.58597662793
25.4164640041658,-170.585757834784
25.4152350540325,-170.585799769809
25.4153646491008,-170.585042915806
25.4156969693326,-170.584010077142
25.4168553671573,-170.583610814725
25.4178948355939,-170.584860016162
25.4164739907576,-170.587271727971
25.4153092456611,-170.58663396089
