"x","y","island"
144.66,13.468,"GUA"
144.65,13.468,"GUA"
144.65,13.469,"GUA"
144.65,13.469,"GUA"
144.64,13.47,"GUA"
144.64,13.469,"GUA"
144.64,13.465,"GUA"
144.63,13.462,"GUA"
144.63,13.46,"GUA"
144.62,13.458,"GUA"
144.62,13.455,"GUA"
144.62,13.454,"GUA"
144.63,13.456,"GUA"
144.63,13.458,"GUA"
144.63,13.461,"GUA"
144.64,13.463,"GUA"
144.64,13.463,"GUA"
144.65,13.462,"GUA"
144.65,13.463,"GUA"
144.66,13.464,"GUA"
144.66,13.463,"GUA"
144.66,13.461,"GUA"
144.66,13.46,"GUA"
144.67,13.456,"GUA"
144.67,13.453,"GUA"
144.67,13.45,"GUA"
144.66,13.447,"GUA"
144.66,13.447,"GUA"
144.67,13.447,"GUA"
144.67,13.445,"GUA"
144.67,13.443,"GUA"
144.66,13.444,"GUA"
144.66,13.444,"GUA"
144.65,13.444,"GUA"
144.65,13.444,"GUA"
144.65,13.444,"GUA"
144.64,13.444,"GUA"
144.64,13.444,"GUA"
144.63,13.445,"GUA"
144.63,13.447,"GUA"
144.63,13.45,"GUA"
144.62,13.45,"GUA"
144.62,13.448,"GUA"
144.62,13.444,"GUA"
144.62,13.44,"GUA"
144.62,13.437,"GUA"
144.63,13.436,"GUA"
144.63,13.434,"GUA"
144.63,13.433,"GUA"
144.64,13.43,"GUA"
144.64,13.427,"GUA"
144.64,13.423,"GUA"
144.64,13.42,"GUA"
144.64,13.417,"GUA"
144.65,13.413,"GUA"
144.65,13.411,"GUA"
144.65,13.409,"GUA"
144.65,13.409,"GUA"
144.66,13.408,"GUA"
144.66,13.405,"GUA"
144.65,13.404,"GUA"
144.65,13.402,"GUA"
144.65,13.399,"GUA"
144.66,13.399,"GUA"
144.66,13.396,"GUA"
144.65,13.394,"GUA"
144.65,13.395,"GUA"
144.65,13.394,"GUA"
144.65,13.39,"GUA"
144.65,13.387,"GUA"
144.65,13.387,"GUA"
144.65,13.384,"GUA"
144.64,13.38,"GUA"
144.64,13.376,"GUA"
144.64,13.372,"GUA"
144.64,13.369,"GUA"
144.64,13.366,"GUA"
144.64,13.365,"GUA"
144.64,13.363,"GUA"
144.64,13.361,"GUA"
144.64,13.362,"GUA"
144.64,13.362,"GUA"
144.64,13.36,"GUA"
144.64,13.357,"GUA"
144.64,13.354,"GUA"
144.64,13.353,"GUA"
144.64,13.354,"GUA"
144.64,13.355,"GUA"
144.64,13.353,"GUA"
144.64,13.351,"GUA"
144.64,13.35,"GUA"
144.64,13.349,"GUA"
144.64,13.347,"GUA"
144.64,13.345,"GUA"
144.64,13.344,"GUA"
144.63,13.343,"GUA"
144.63,13.339,"GUA"
144.63,13.337,"GUA"
144.64,13.335,"GUA"
144.64,13.336,"GUA"
144.64,13.335,"GUA"
144.64,13.334,"GUA"
144.65,13.333,"GUA"
144.65,13.33,"GUA"
144.65,13.327,"GUA"
144.65,13.326,"GUA"
144.65,13.325,"GUA"
144.65,13.324,"GUA"
144.65,13.322,"GUA"
144.65,13.319,"GUA"
144.65,13.319,"GUA"
144.65,13.318,"GUA"
144.65,13.317,"GUA"
144.65,13.315,"GUA"
144.65,13.315,"GUA"
144.65,13.314,"GUA"
144.65,13.313,"GUA"
144.65,13.312,"GUA"
144.65,13.31,"GUA"
144.65,13.309,"GUA"
144.65,13.307,"GUA"
144.65,13.305,"GUA"
144.66,13.303,"GUA"
144.65,13.3,"GUA"
144.65,13.3,"GUA"
144.66,13.298,"GUA"
144.66,13.295,"GUA"
144.65,13.292,"GUA"
144.65,13.29,"GUA"
144.65,13.288,"GUA"
144.65,13.286,"GUA"
144.66,13.286,"GUA"
144.66,13.285,"GUA"
144.66,13.284,"GUA"
144.66,13.283,"GUA"
144.66,13.281,"GUA"
144.66,13.279,"GUA"
144.66,13.278,"GUA"
144.66,13.276,"GUA"
144.66,13.275,"GUA"
144.66,13.273,"GUA"
144.66,13.27,"GUA"
144.66,13.27,"GUA"
144.65,13.267,"GUA"
144.65,13.263,"GUA"
144.65,13.259,"GUA"
144.65,13.256,"GUA"
144.65,13.252,"GUA"
144.64,13.25,"GUA"
144.64,13.247,"GUA"
144.64,13.243,"GUA"
144.64,13.24,"GUA"
144.64,13.236,"GUA"
144.64,13.232,"GUA"
144.64,13.23,"GUA"
145.85,17.298,"GUG"
145.85,17.301,"GUG"
145.85,17.305,"GUG"
145.85,17.309,"GUG"
145.85,17.312,"GUG"
145.85,17.312,"GUG"
145.85,17.313,"GUG"
145.85,17.316,"GUG"
145.85,17.319,"GUG"
145.85,17.32,"GUG"
145.84,17.322,"GUG"
145.84,17.322,"GUG"
145.84,17.321,"GUG"
145.83,17.318,"GUG"
145.83,17.315,"GUG"
145.83,17.311,"GUG"
145.83,17.308,"GUG"
145.83,17.305,"GUG"
145.83,17.302,"GUG"
145.83,17.3,"GUG"
145.84,17.299,"GUG"
145.84,17.297,"GUG"
-155.67,18.908,"HAW"
-155.67,18.911,"HAW"
-155.67,18.914,"HAW"
-155.66,18.916,"HAW"
-155.66,18.919,"HAW"
-155.65,18.921,"HAW"
-155.65,18.924,"HAW"
-155.65,18.928,"HAW"
-155.65,18.931,"HAW"
-155.64,18.934,"HAW"
-155.64,18.934,"HAW"
-155.63,18.936,"HAW"
-155.63,18.939,"HAW"
-155.63,18.943,"HAW"
-155.63,18.945,"HAW"
-155.62,18.949,"HAW"
-155.62,18.953,"HAW"
-155.62,18.957,"HAW"
-155.62,18.962,"HAW"
-155.62,18.965,"HAW"
-155.61,18.966,"HAW"
-155.61,18.965,"HAW"
-155.61,18.965,"HAW"
-155.6,18.966,"HAW"
-155.6,18.968,"HAW"
-155.6,18.972,"HAW"
-155.59,18.976,"HAW"
-155.59,18.98,"HAW"
-155.59,18.985,"HAW"
-155.59,18.989,"HAW"
-155.59,18.993,"HAW"
-155.59,18.997,"HAW"
-155.59,19,"HAW"
-155.58,19.003,"HAW"
-155.58,19.007,"HAW"
-155.58,19.011,"HAW"
-155.58,19.015,"HAW"
-155.58,19.018,"HAW"
-155.57,19.022,"HAW"
-155.57,19.025,"HAW"
-155.57,19.026,"HAW"
-155.56,19.029,"HAW"
-155.56,19.033,"HAW"
-155.56,19.036,"HAW"
-155.56,19.04,"HAW"
-155.55,19.043,"HAW"
-155.55,19.048,"HAW"
-155.55,19.052,"HAW"
-155.55,19.056,"HAW"
-155.55,19.061,"HAW"
-155.55,19.065,"HAW"
-155.55,19.07,"HAW"
-155.55,19.074,"HAW"
-155.55,19.078,"HAW"
-155.55,19.081,"HAW"
-155.55,19.082,"HAW"
-155.54,19.085,"HAW"
-155.54,19.089,"HAW"
-155.54,19.093,"HAW"
-155.54,19.096,"HAW"
-155.53,19.101,"HAW"
-155.53,19.104,"HAW"
-155.53,19.105,"HAW"
-155.52,19.108,"HAW"
-155.52,19.112,"HAW"
-155.52,19.114,"HAW"
-155.51,19.118,"HAW"
-155.51,19.119,"HAW"
-155.51,19.123,"HAW"
-155.51,19.127,"HAW"
-155.5,19.13,"HAW"
-155.5,19.133,"HAW"
-155.5,19.133,"HAW"
-155.49,19.137,"HAW"
-155.49,19.137,"HAW"
-155.48,19.138,"HAW"
-155.48,19.14,"HAW"
-155.48,19.142,"HAW"
-155.47,19.144,"HAW"
-155.47,19.144,"HAW"
-155.46,19.143,"HAW"
-155.46,19.144,"HAW"
-155.45,19.146,"HAW"
-155.45,19.148,"HAW"
-155.45,19.151,"HAW"
-155.44,19.155,"HAW"
-155.44,19.158,"HAW"
-155.44,19.161,"HAW"
-155.43,19.163,"HAW"
-155.43,19.167,"HAW"
-155.43,19.17,"HAW"
-155.43,19.174,"HAW"
-155.42,19.177,"HAW"
-155.42,19.179,"HAW"
-155.42,19.183,"HAW"
-155.41,19.184,"HAW"
-155.41,19.186,"HAW"
-155.4,19.187,"HAW"
-155.4,19.188,"HAW"
-155.4,19.191,"HAW"
-155.39,19.194,"HAW"
-155.39,19.196,"HAW"
-155.38,19.197,"HAW"
-155.38,19.198,"HAW"
-155.37,19.198,"HAW"
-155.37,19.201,"HAW"
-155.37,19.202,"HAW"
-155.36,19.204,"HAW"
-155.36,19.206,"HAW"
-155.35,19.208,"HAW"
-155.35,19.211,"HAW"
-155.35,19.213,"HAW"
-155.34,19.217,"HAW"
-155.34,19.221,"HAW"
-155.34,19.225,"HAW"
-155.34,19.229,"HAW"
-155.34,19.232,"HAW"
-155.33,19.235,"HAW"
-155.33,19.236,"HAW"
-155.32,19.238,"HAW"
-155.32,19.241,"HAW"
-155.32,19.242,"HAW"
-155.31,19.245,"HAW"
-155.31,19.249,"HAW"
-155.31,19.252,"HAW"
-155.3,19.255,"HAW"
-155.3,19.258,"HAW"
-155.3,19.26,"HAW"
-155.29,19.262,"HAW"
-155.29,19.262,"HAW"
-155.28,19.263,"HAW"
-155.28,19.264,"HAW"
-155.27,19.264,"HAW"
-155.27,19.266,"HAW"
-155.27,19.267,"HAW"
-155.26,19.27,"HAW"
-155.26,19.269,"HAW"
-155.25,19.268,"HAW"
-155.25,19.267,"HAW"
-155.24,19.266,"HAW"
-155.24,19.265,"HAW"
-155.24,19.264,"HAW"
-155.23,19.262,"HAW"
-155.23,19.261,"HAW"
-155.22,19.259,"HAW"
-155.22,19.258,"HAW"
-155.21,19.257,"HAW"
-155.21,19.257,"HAW"
-155.21,19.257,"HAW"
-155.2,19.257,"HAW"
-155.2,19.255,"HAW"
-155.19,19.252,"HAW"
-155.19,19.255,"HAW"
-155.19,19.258,"HAW"
-155.18,19.261,"HAW"
-155.18,19.262,"HAW"
-155.18,19.264,"HAW"
-155.17,19.264,"HAW"
-155.17,19.266,"HAW"
-155.16,19.264,"HAW"
-155.16,19.264,"HAW"
-155.15,19.265,"HAW"
-155.15,19.267,"HAW"
-155.15,19.269,"HAW"
-155.14,19.271,"HAW"
-155.14,19.273,"HAW"
-155.13,19.272,"HAW"
-155.13,19.273,"HAW"
-155.13,19.275,"HAW"
-155.12,19.276,"HAW"
-155.12,19.279,"HAW"
-155.12,19.282,"HAW"
-155.11,19.285,"HAW"
-155.11,19.288,"HAW"
-155.1,19.29,"HAW"
-155.1,19.293,"HAW"
-155.1,19.295,"HAW"
-155.09,19.296,"HAW"
-155.09,19.297,"HAW"
-155.08,19.3,"HAW"
-155.08,19.303,"HAW"
-155.08,19.306,"HAW"
-155.07,19.308,"HAW"
-155.07,19.311,"HAW"
-155.07,19.312,"HAW"
-155.06,19.312,"HAW"
-155.06,19.314,"HAW"
-155.05,19.316,"HAW"
-155.05,19.316,"HAW"
-155.05,19.318,"HAW"
-155.04,19.319,"HAW"
-155.04,19.321,"HAW"
-155.03,19.322,"HAW"
-155.03,19.324,"HAW"
-155.02,19.325,"HAW"
-155.02,19.327,"HAW"
-155.02,19.328,"HAW"
-155.01,19.331,"HAW"
-155.01,19.332,"HAW"
-155,19.333,"HAW"
-155,19.336,"HAW"
-155,19.338,"HAW"
-154.99,19.34,"HAW"
-154.99,19.341,"HAW"
-154.98,19.343,"HAW"
-154.98,19.345,"HAW"
-154.98,19.347,"HAW"
-154.97,19.349,"HAW"
-154.97,19.352,"HAW"
-154.97,19.355,"HAW"
-154.96,19.358,"HAW"
-154.96,19.362,"HAW"
-154.96,19.365,"HAW"
-154.95,19.368,"HAW"
-154.95,19.371,"HAW"
-154.95,19.373,"HAW"
-154.94,19.376,"HAW"
-154.94,19.379,"HAW"
-154.94,19.382,"HAW"
-154.93,19.385,"HAW"
-154.93,19.389,"HAW"
-154.93,19.392,"HAW"
-154.93,19.394,"HAW"
-154.92,19.396,"HAW"
-154.92,19.398,"HAW"
-154.91,19.401,"HAW"
-154.91,19.403,"HAW"
-154.91,19.405,"HAW"
-154.9,19.409,"HAW"
-154.9,19.41,"HAW"
-154.9,19.412,"HAW"
-154.89,19.414,"HAW"
-154.89,19.417,"HAW"
-154.88,19.421,"HAW"
-154.88,19.424,"HAW"
-154.88,19.424,"HAW"
-154.87,19.428,"HAW"
-154.87,19.431,"HAW"
-154.87,19.433,"HAW"
-154.86,19.435,"HAW"
-154.86,19.439,"HAW"
-154.86,19.441,"HAW"
-154.86,19.445,"HAW"
-154.85,19.448,"HAW"
-154.85,19.45,"HAW"
-154.84,19.452,"HAW"
-154.84,19.456,"HAW"
-154.84,19.458,"HAW"
-154.83,19.461,"HAW"
-154.83,19.465,"HAW"
-154.83,19.468,"HAW"
-154.83,19.47,"HAW"
-154.82,19.473,"HAW"
-154.82,19.477,"HAW"
-154.82,19.481,"HAW"
-154.82,19.485,"HAW"
-154.82,19.489,"HAW"
-154.81,19.493,"HAW"
-154.81,19.497,"HAW"
-154.81,19.5,"HAW"
-154.81,19.504,"HAW"
-154.81,19.509,"HAW"
-154.81,19.513,"HAW"
-154.8,19.516,"HAW"
-154.81,19.52,"HAW"
-154.81,19.523,"HAW"
-154.81,19.527,"HAW"
-154.81,19.53,"HAW"
-154.82,19.532,"HAW"
-154.82,19.534,"HAW"
-154.83,19.536,"HAW"
-154.83,19.536,"HAW"
-154.84,19.538,"HAW"
-154.84,19.541,"HAW"
-154.84,19.543,"HAW"
-154.85,19.545,"HAW"
-154.85,19.548,"HAW"
-154.86,19.548,"HAW"
-154.86,19.548,"HAW"
-154.86,19.549,"HAW"
-154.87,19.55,"HAW"
-154.87,19.553,"HAW"
-154.88,19.556,"HAW"
-154.88,19.556,"HAW"
-154.88,19.559,"HAW"
-154.89,19.562,"HAW"
-154.89,19.564,"HAW"
-154.89,19.567,"HAW"
-154.9,19.568,"HAW"
-154.9,19.57,"HAW"
-154.91,19.573,"HAW"
-154.91,19.576,"HAW"
-154.91,19.58,"HAW"
-154.92,19.581,"HAW"
-154.92,19.583,"HAW"
-154.92,19.587,"HAW"
-154.92,19.591,"HAW"
-154.93,19.594,"HAW"
-154.93,19.597,"HAW"
-154.94,19.599,"HAW"
-154.94,19.601,"HAW"
-154.94,19.604,"HAW"
-154.95,19.607,"HAW"
-154.95,19.611,"HAW"
-154.95,19.615,"HAW"
-154.94,19.619,"HAW"
-154.95,19.623,"HAW"
-154.95,19.625,"HAW"
-154.95,19.626,"HAW"
-154.96,19.625,"HAW"
-154.96,19.629,"HAW"
-154.97,19.63,"HAW"
-154.97,19.632,"HAW"
-154.97,19.635,"HAW"
-154.98,19.637,"HAW"
-154.98,19.641,"HAW"
-154.98,19.646,"HAW"
-154.98,19.649,"HAW"
-154.97,19.653,"HAW"
-154.97,19.656,"HAW"
-154.97,19.659,"HAW"
-154.97,19.664,"HAW"
-154.97,19.667,"HAW"
-154.98,19.669,"HAW"
-154.98,19.673,"HAW"
-154.98,19.677,"HAW"
-154.98,19.681,"HAW"
-154.98,19.686,"HAW"
-154.98,19.69,"HAW"
-154.98,19.694,"HAW"
-154.98,19.698,"HAW"
-154.98,19.702,"HAW"
-154.98,19.707,"HAW"
-154.99,19.71,"HAW"
-154.99,19.714,"HAW"
-154.99,19.718,"HAW"
-154.99,19.722,"HAW"
-154.99,19.726,"HAW"
-155,19.729,"HAW"
-155,19.732,"HAW"
-155,19.735,"HAW"
-155.01,19.736,"HAW"
-155.01,19.737,"HAW"
-155.02,19.736,"HAW"
-155.02,19.736,"HAW"
-155.02,19.737,"HAW"
-155.03,19.739,"HAW"
-155.03,19.742,"HAW"
-155.04,19.741,"HAW"
-155.04,19.74,"HAW"
-155.04,19.737,"HAW"
-155.05,19.735,"HAW"
-155.05,19.739,"HAW"
-155.05,19.741,"HAW"
-155.05,19.742,"HAW"
-155.05,19.744,"HAW"
-155.06,19.745,"HAW"
-155.06,19.746,"HAW"
-155.07,19.747,"HAW"
-155.07,19.746,"HAW"
-155.07,19.745,"HAW"
-155.08,19.742,"HAW"
-155.08,19.739,"HAW"
-155.08,19.741,"HAW"
-155.08,19.744,"HAW"
-155.09,19.748,"HAW"
-155.09,19.752,"HAW"
-155.09,19.757,"HAW"
-155.09,19.761,"HAW"
-155.09,19.765,"HAW"
-155.09,19.769,"HAW"
-155.09,19.773,"HAW"
-155.09,19.777,"HAW"
-155.08,19.782,"HAW"
-155.09,19.785,"HAW"
-155.09,19.789,"HAW"
-155.09,19.793,"HAW"
-155.09,19.797,"HAW"
-155.08,19.801,"HAW"
-155.09,19.805,"HAW"
-155.09,19.807,"HAW"
-155.09,19.812,"HAW"
-155.09,19.816,"HAW"
-155.09,19.82,"HAW"
-155.08,19.824,"HAW"
-155.08,19.828,"HAW"
-155.08,19.832,"HAW"
-155.08,19.836,"HAW"
-155.08,19.841,"HAW"
-155.08,19.845,"HAW"
-155.08,19.849,"HAW"
-155.08,19.852,"HAW"
-155.09,19.855,"HAW"
-155.09,19.859,"HAW"
-155.09,19.863,"HAW"
-155.09,19.866,"HAW"
-155.1,19.868,"HAW"
-155.1,19.869,"HAW"
-155.1,19.871,"HAW"
-155.11,19.875,"HAW"
-155.11,19.879,"HAW"
-155.11,19.882,"HAW"
-155.12,19.883,"HAW"
-155.12,19.886,"HAW"
-155.12,19.89,"HAW"
-155.12,19.894,"HAW"
-155.12,19.898,"HAW"
-155.13,19.902,"HAW"
-155.13,19.905,"HAW"
-155.13,19.908,"HAW"
-155.13,19.912,"HAW"
-155.14,19.916,"HAW"
-155.14,19.919,"HAW"
-155.14,19.921,"HAW"
-155.15,19.924,"HAW"
-155.15,19.927,"HAW"
-155.15,19.93,"HAW"
-155.16,19.933,"HAW"
-155.16,19.936,"HAW"
-155.16,19.939,"HAW"
-155.17,19.942,"HAW"
-155.17,19.945,"HAW"
-155.17,19.947,"HAW"
-155.18,19.951,"HAW"
-155.18,19.954,"HAW"
-155.19,19.956,"HAW"
-155.19,19.957,"HAW"
-155.19,19.959,"HAW"
-155.2,19.962,"HAW"
-155.2,19.966,"HAW"
-155.2,19.969,"HAW"
-155.21,19.972,"HAW"
-155.21,19.975,"HAW"
-155.21,19.978,"HAW"
-155.22,19.98,"HAW"
-155.22,19.982,"HAW"
-155.23,19.984,"HAW"
-155.23,19.987,"HAW"
-155.23,19.989,"HAW"
-155.24,19.991,"HAW"
-155.24,19.995,"HAW"
-155.24,19.997,"HAW"
-155.25,19.998,"HAW"
-155.25,20.001,"HAW"
-155.25,20.004,"HAW"
-155.26,20.005,"HAW"
-155.26,20.007,"HAW"
-155.26,20.01,"HAW"
-155.27,20.013,"HAW"
-155.27,20.015,"HAW"
-155.28,20.017,"HAW"
-155.28,20.019,"HAW"
-155.28,20.021,"HAW"
-155.29,20.022,"HAW"
-155.29,20.024,"HAW"
-155.3,20.026,"HAW"
-155.3,20.028,"HAW"
-155.31,20.03,"HAW"
-155.31,20.031,"HAW"
-155.31,20.034,"HAW"
-155.32,20.035,"HAW"
-155.32,20.036,"HAW"
-155.33,20.038,"HAW"
-155.33,20.041,"HAW"
-155.34,20.043,"HAW"
-155.34,20.045,"HAW"
-155.34,20.048,"HAW"
-155.35,20.05,"HAW"
-155.35,20.051,"HAW"
-155.36,20.053,"HAW"
-155.36,20.055,"HAW"
-155.36,20.057,"HAW"
-155.37,20.06,"HAW"
-155.37,20.061,"HAW"
-155.38,20.064,"HAW"
-155.38,20.064,"HAW"
-155.38,20.065,"HAW"
-155.39,20.066,"HAW"
-155.39,20.068,"HAW"
-155.4,20.071,"HAW"
-155.4,20.074,"HAW"
-155.4,20.077,"HAW"
-155.41,20.078,"HAW"
-155.41,20.079,"HAW"
-155.41,20.082,"HAW"
-155.42,20.084,"HAW"
-155.42,20.086,"HAW"
-155.43,20.087,"HAW"
-155.43,20.09,"HAW"
-155.44,20.091,"HAW"
-155.44,20.093,"HAW"
-155.44,20.095,"HAW"
-155.45,20.096,"HAW"
-155.45,20.098,"HAW"
-155.46,20.101,"HAW"
-155.46,20.101,"HAW"
-155.47,20.103,"HAW"
-155.47,20.103,"HAW"
-155.47,20.105,"HAW"
-155.48,20.106,"HAW"
-155.48,20.108,"HAW"
-155.49,20.109,"HAW"
-155.49,20.111,"HAW"
-155.5,20.113,"HAW"
-155.5,20.112,"HAW"
-155.5,20.112,"HAW"
-155.51,20.113,"HAW"
-155.51,20.113,"HAW"
-155.52,20.115,"HAW"
-155.52,20.117,"HAW"
-155.53,20.118,"HAW"
-155.53,20.12,"HAW"
-155.53,20.12,"HAW"
-155.54,20.122,"HAW"
-155.54,20.124,"HAW"
-155.55,20.126,"HAW"
-155.55,20.128,"HAW"
-155.55,20.129,"HAW"
-155.56,20.129,"HAW"
-155.56,20.129,"HAW"
-155.57,20.128,"HAW"
-155.57,20.126,"HAW"
-155.58,20.125,"HAW"
-155.58,20.124,"HAW"
-155.59,20.124,"HAW"
-155.59,20.123,"HAW"
-155.6,20.125,"HAW"
-155.6,20.129,"HAW"
-155.6,20.131,"HAW"
-155.6,20.135,"HAW"
-155.61,20.137,"HAW"
-155.61,20.138,"HAW"
-155.62,20.141,"HAW"
-155.62,20.144,"HAW"
-155.62,20.145,"HAW"
-155.63,20.147,"HAW"
-155.63,20.147,"HAW"
-155.64,20.149,"HAW"
-155.64,20.153,"HAW"
-155.64,20.157,"HAW"
-155.64,20.159,"HAW"
-155.65,20.162,"HAW"
-155.65,20.167,"HAW"
-155.65,20.169,"HAW"
-155.66,20.169,"HAW"
-155.66,20.172,"HAW"
-155.66,20.174,"HAW"
-155.67,20.176,"HAW"
-155.67,20.177,"HAW"
-155.68,20.179,"HAW"
-155.68,20.182,"HAW"
-155.69,20.183,"HAW"
-155.69,20.184,"HAW"
-155.69,20.187,"HAW"
-155.7,20.189,"HAW"
-155.7,20.193,"HAW"
-155.7,20.194,"HAW"
-155.71,20.196,"HAW"
-155.71,20.198,"HAW"
-155.72,20.2,"HAW"
-155.72,20.203,"HAW"
-155.72,20.206,"HAW"
-155.73,20.209,"HAW"
-155.73,20.212,"HAW"
-155.73,20.216,"HAW"
-155.73,20.22,"HAW"
-155.73,20.222,"HAW"
-155.74,20.225,"HAW"
-155.74,20.228,"HAW"
-155.74,20.231,"HAW"
-155.75,20.232,"HAW"
-155.75,20.235,"HAW"
-155.75,20.238,"HAW"
-155.76,20.239,"HAW"
-155.76,20.241,"HAW"
-155.76,20.244,"HAW"
-155.76,20.247,"HAW"
-155.77,20.249,"HAW"
-155.77,20.249,"HAW"
-155.78,20.246,"HAW"
-155.78,20.247,"HAW"
-155.79,20.248,"HAW"
-155.79,20.25,"HAW"
-155.79,20.251,"HAW"
-155.8,20.253,"HAW"
-155.8,20.255,"HAW"
-155.81,20.258,"HAW"
-155.81,20.26,"HAW"
-155.81,20.26,"HAW"
-155.82,20.261,"HAW"
-155.82,20.262,"HAW"
-155.83,20.265,"HAW"
-155.83,20.266,"HAW"
-155.84,20.268,"HAW"
-155.84,20.27,"HAW"
-155.84,20.268,"HAW"
-155.85,20.269,"HAW"
-155.85,20.271,"HAW"
-155.86,20.27,"HAW"
-155.86,20.269,"HAW"
-155.87,20.269,"HAW"
-155.87,20.268,"HAW"
-155.88,20.265,"HAW"
-155.88,20.263,"HAW"
-155.88,20.261,"HAW"
-155.89,20.258,"HAW"
-155.89,20.254,"HAW"
-155.89,20.25,"HAW"
-155.89,20.246,"HAW"
-155.89,20.242,"HAW"
-155.9,20.238,"HAW"
-155.9,20.235,"HAW"
-155.9,20.231,"HAW"
-155.9,20.226,"HAW"
-155.9,20.222,"HAW"
-155.9,20.218,"HAW"
-155.9,20.213,"HAW"
-155.9,20.209,"HAW"
-155.9,20.205,"HAW"
-155.91,20.201,"HAW"
-155.9,20.196,"HAW"
-155.9,20.192,"HAW"
-155.9,20.187,"HAW"
-155.9,20.183,"HAW"
-155.9,20.179,"HAW"
-155.9,20.174,"HAW"
-155.9,20.17,"HAW"
-155.9,20.166,"HAW"
-155.9,20.162,"HAW"
-155.9,20.157,"HAW"
-155.9,20.153,"HAW"
-155.9,20.149,"HAW"
-155.9,20.145,"HAW"
-155.9,20.14,"HAW"
-155.89,20.137,"HAW"
-155.89,20.132,"HAW"
-155.89,20.128,"HAW"
-155.89,20.124,"HAW"
-155.89,20.12,"HAW"
-155.89,20.116,"HAW"
-155.89,20.113,"HAW"
-155.88,20.108,"HAW"
-155.88,20.104,"HAW"
-155.88,20.101,"HAW"
-155.88,20.097,"HAW"
-155.88,20.093,"HAW"
-155.87,20.09,"HAW"
-155.87,20.086,"HAW"
-155.87,20.083,"HAW"
-155.87,20.079,"HAW"
-155.86,20.075,"HAW"
-155.86,20.073,"HAW"
-155.86,20.07,"HAW"
-155.86,20.066,"HAW"
-155.85,20.063,"HAW"
-155.85,20.06,"HAW"
-155.85,20.056,"HAW"
-155.84,20.052,"HAW"
-155.84,20.049,"HAW"
-155.84,20.045,"HAW"
-155.84,20.043,"HAW"
-155.84,20.039,"HAW"
-155.84,20.036,"HAW"
-155.84,20.031,"HAW"
-155.83,20.028,"HAW"
-155.83,20.025,"HAW"
-155.83,20.021,"HAW"
-155.83,20.02,"HAW"
-155.83,20.02,"HAW"
-155.83,20.016,"HAW"
-155.83,20.013,"HAW"
-155.83,20.009,"HAW"
-155.83,20.005,"HAW"
-155.83,20.001,"HAW"
-155.83,19.996,"HAW"
-155.83,19.992,"HAW"
-155.84,19.99,"HAW"
-155.84,19.987,"HAW"
-155.84,19.983,"HAW"
-155.84,19.98,"HAW"
-155.84,19.979,"HAW"
-155.84,19.976,"HAW"
-155.84,19.972,"HAW"
-155.85,19.97,"HAW"
-155.85,19.969,"HAW"
-155.86,19.967,"HAW"
-155.86,19.964,"HAW"
-155.86,19.96,"HAW"
-155.86,19.956,"HAW"
-155.87,19.953,"HAW"
-155.87,19.949,"HAW"
-155.87,19.947,"HAW"
-155.88,19.946,"HAW"
-155.88,19.945,"HAW"
-155.88,19.942,"HAW"
-155.89,19.938,"HAW"
-155.89,19.934,"HAW"
-155.89,19.93,"HAW"
-155.89,19.926,"HAW"
-155.89,19.921,"HAW"
-155.89,19.917,"HAW"
-155.9,19.913,"HAW"
-155.9,19.911,"HAW"
-155.9,19.907,"HAW"
-155.91,19.903,"HAW"
-155.91,19.899,"HAW"
-155.91,19.896,"HAW"
-155.91,19.892,"HAW"
-155.92,19.888,"HAW"
-155.92,19.883,"HAW"
-155.92,19.879,"HAW"
-155.92,19.876,"HAW"
-155.92,19.872,"HAW"
-155.92,19.868,"HAW"
-155.93,19.864,"HAW"
-155.93,19.86,"HAW"
-155.93,19.857,"HAW"
-155.94,19.855,"HAW"
-155.94,19.855,"HAW"
-155.95,19.856,"HAW"
-155.95,19.856,"HAW"
-155.96,19.856,"HAW"
-155.96,19.856,"HAW"
-155.96,19.855,"HAW"
-155.97,19.854,"HAW"
-155.97,19.853,"HAW"
-155.98,19.851,"HAW"
-155.98,19.848,"HAW"
-155.99,19.845,"HAW"
-155.99,19.841,"HAW"
-155.99,19.837,"HAW"
-155.99,19.833,"HAW"
-156,19.831,"HAW"
-156,19.828,"HAW"
-156,19.824,"HAW"
-156.01,19.82,"HAW"
-156.01,19.817,"HAW"
-156.01,19.814,"HAW"
-156.01,19.811,"HAW"
-156.02,19.808,"HAW"
-156.02,19.805,"HAW"
-156.03,19.802,"HAW"
-156.03,19.799,"HAW"
-156.03,19.796,"HAW"
-156.04,19.794,"HAW"
-156.04,19.792,"HAW"
-156.04,19.788,"HAW"
-156.05,19.784,"HAW"
-156.05,19.78,"HAW"
-156.05,19.776,"HAW"
-156.05,19.772,"HAW"
-156.05,19.768,"HAW"
-156.05,19.763,"HAW"
-156.05,19.759,"HAW"
-156.05,19.754,"HAW"
-156.05,19.75,"HAW"
-156.06,19.746,"HAW"
-156.06,19.742,"HAW"
-156.06,19.737,"HAW"
-156.06,19.733,"HAW"
-156.06,19.729,"HAW"
-156.06,19.725,"HAW"
-156.06,19.721,"HAW"
-156.05,19.719,"HAW"
-156.05,19.715,"HAW"
-156.05,19.711,"HAW"
-156.05,19.706,"HAW"
-156.05,19.702,"HAW"
