"x","y","island"
-156.05,19.698,"HAW"
-156.05,19.694,"HAW"
-156.04,19.692,"HAW"
-156.04,19.689,"HAW"
-156.03,19.686,"HAW"
-156.03,19.682,"HAW"
-156.03,19.678,"HAW"
-156.03,19.674,"HAW"
-156.03,19.669,"HAW"
-156.03,19.665,"HAW"
-156.03,19.66,"HAW"
-156.03,19.656,"HAW"
-156.03,19.652,"HAW"
-156.03,19.648,"HAW"
-156.02,19.645,"HAW"
-156.02,19.644,"HAW"
-156.01,19.642,"HAW"
-156.01,19.64,"HAW"
-156.01,19.637,"HAW"
-156,19.636,"HAW"
-156,19.633,"HAW"
-156,19.63,"HAW"
-155.99,19.626,"HAW"
-155.99,19.622,"HAW"
-155.99,19.618,"HAW"
-155.99,19.614,"HAW"
-155.99,19.61,"HAW"
-155.98,19.606,"HAW"
-155.98,19.602,"HAW"
-155.98,19.598,"HAW"
-155.98,19.594,"HAW"
-155.97,19.59,"HAW"
-155.97,19.586,"HAW"
-155.97,19.581,"HAW"
-155.97,19.577,"HAW"
-155.97,19.572,"HAW"
-155.97,19.568,"HAW"
-155.97,19.564,"HAW"
-155.97,19.559,"HAW"
-155.97,19.555,"HAW"
-155.97,19.551,"HAW"
-155.96,19.548,"HAW"
-155.96,19.544,"HAW"
-155.96,19.54,"HAW"
-155.96,19.536,"HAW"
-155.96,19.531,"HAW"
-155.96,19.527,"HAW"
-155.96,19.523,"HAW"
-155.96,19.52,"HAW"
-155.96,19.515,"HAW"
-155.96,19.511,"HAW"
-155.96,19.507,"HAW"
-155.96,19.503,"HAW"
-155.95,19.499,"HAW"
-155.95,19.495,"HAW"
-155.95,19.491,"HAW"
-155.95,19.487,"HAW"
-155.95,19.484,"HAW"
-155.94,19.483,"HAW"
-155.94,19.48,"HAW"
-155.93,19.479,"HAW"
-155.93,19.478,"HAW"
-155.93,19.475,"HAW"
-155.92,19.471,"HAW"
-155.92,19.467,"HAW"
-155.93,19.463,"HAW"
-155.93,19.459,"HAW"
-155.93,19.457,"HAW"
-155.92,19.453,"HAW"
-155.92,19.448,"HAW"
-155.92,19.444,"HAW"
-155.92,19.439,"HAW"
-155.92,19.435,"HAW"
-155.92,19.431,"HAW"
-155.92,19.427,"HAW"
-155.92,19.423,"HAW"
-155.91,19.42,"HAW"
-155.91,19.416,"HAW"
-155.91,19.413,"HAW"
-155.91,19.408,"HAW"
-155.91,19.404,"HAW"
-155.91,19.4,"HAW"
-155.91,19.395,"HAW"
-155.91,19.392,"HAW"
-155.9,19.388,"HAW"
-155.9,19.384,"HAW"
-155.9,19.38,"HAW"
-155.9,19.376,"HAW"
-155.9,19.372,"HAW"
-155.89,19.368,"HAW"
-155.89,19.364,"HAW"
-155.89,19.36,"HAW"
-155.89,19.356,"HAW"
-155.89,19.352,"HAW"
-155.89,19.348,"HAW"
-155.89,19.343,"HAW"
-155.89,19.339,"HAW"
-155.89,19.335,"HAW"
-155.89,19.33,"HAW"
-155.89,19.327,"HAW"
-155.89,19.323,"HAW"
-155.89,19.319,"HAW"
-155.89,19.314,"HAW"
-155.89,19.31,"HAW"
-155.89,19.306,"HAW"
-155.89,19.301,"HAW"
-155.89,19.297,"HAW"
-155.89,19.293,"HAW"
-155.89,19.288,"HAW"
-155.89,19.284,"HAW"
-155.89,19.28,"HAW"
-155.89,19.275,"HAW"
-155.89,19.271,"HAW"
-155.89,19.266,"HAW"
-155.9,19.262,"HAW"
-155.9,19.259,"HAW"
-155.9,19.254,"HAW"
-155.9,19.25,"HAW"
-155.9,19.246,"HAW"
-155.9,19.242,"HAW"
-155.9,19.237,"HAW"
-155.9,19.233,"HAW"
-155.9,19.229,"HAW"
-155.9,19.225,"HAW"
-155.9,19.22,"HAW"
-155.9,19.216,"HAW"
-155.9,19.212,"HAW"
-155.9,19.208,"HAW"
-155.91,19.204,"HAW"
-155.91,19.2,"HAW"
-155.91,19.196,"HAW"
-155.91,19.191,"HAW"
-155.91,19.187,"HAW"
-155.91,19.183,"HAW"
-155.91,19.18,"HAW"
-155.91,19.175,"HAW"
-155.91,19.171,"HAW"
-155.91,19.167,"HAW"
-155.92,19.163,"HAW"
-155.92,19.159,"HAW"
-155.92,19.155,"HAW"
-155.92,19.151,"HAW"
-155.91,19.148,"HAW"
-155.91,19.144,"HAW"
-155.92,19.139,"HAW"
-155.92,19.136,"HAW"
-155.92,19.132,"HAW"
-155.92,19.128,"HAW"
-155.92,19.123,"HAW"
-155.92,19.119,"HAW"
-155.92,19.114,"HAW"
-155.92,19.11,"HAW"
-155.92,19.106,"HAW"
-155.91,19.102,"HAW"
-155.91,19.099,"HAW"
-155.91,19.094,"HAW"
-155.91,19.09,"HAW"
-155.91,19.085,"HAW"
-155.91,19.081,"HAW"
-155.91,19.077,"HAW"
-155.9,19.075,"HAW"
-155.9,19.071,"HAW"
-155.9,19.069,"HAW"
-155.89,19.065,"HAW"
-155.89,19.062,"HAW"
-155.89,19.058,"HAW"
-155.89,19.055,"HAW"
-155.88,19.051,"HAW"
-155.88,19.047,"HAW"
-155.88,19.043,"HAW"
-155.88,19.038,"HAW"
-155.88,19.034,"HAW"
-155.88,19.033,"HAW"
-155.87,19.031,"HAW"
-155.87,19.029,"HAW"
-155.86,19.027,"HAW"
-155.86,19.024,"HAW"
-155.86,19.022,"HAW"
-155.85,19.02,"HAW"
-155.85,19.019,"HAW"
-155.84,19.02,"HAW"
-155.84,19.019,"HAW"
-155.84,19.018,"HAW"
-155.83,19.018,"HAW"
-155.83,19.016,"HAW"
-155.82,19.015,"HAW"
-155.82,19.012,"HAW"
-155.81,19.011,"HAW"
-155.81,19.011,"HAW"
-155.8,19.01,"HAW"
-155.8,19.009,"HAW"
-155.8,19.007,"HAW"
-155.79,19.004,"HAW"
-155.79,19.001,"HAW"
-155.79,18.998,"HAW"
-155.78,18.997,"HAW"
-155.78,18.993,"HAW"
-155.78,18.991,"HAW"
-155.77,18.988,"HAW"
-155.77,18.986,"HAW"
-155.77,18.983,"HAW"
-155.76,18.981,"HAW"
-155.76,18.977,"HAW"
-155.76,18.976,"HAW"
-155.75,18.974,"HAW"
-155.75,18.972,"HAW"
-155.74,18.97,"HAW"
-155.74,18.969,"HAW"
-155.73,18.969,"HAW"
-155.73,18.968,"HAW"
-155.73,18.966,"HAW"
-155.72,18.963,"HAW"
-155.72,18.96,"HAW"
-155.72,18.958,"HAW"
-155.71,18.956,"HAW"
-155.71,18.953,"HAW"
-155.71,18.949,"HAW"
-155.7,18.946,"HAW"
-155.7,18.945,"HAW"
-155.7,18.942,"HAW"
-155.69,18.94,"HAW"
-155.69,18.939,"HAW"
-155.69,18.935,"HAW"
-155.68,18.931,"HAW"
-155.68,18.927,"HAW"
-155.68,18.922,"HAW"
-155.68,18.918,"HAW"
-155.68,18.914,"HAW"
-155.68,18.909,"HAW"
-155.68,18.905,"HAW"
-176.61,0.79342,"HOW"
-176.61,0.79643,"HOW"
-176.61,0.79935,"HOW"
-176.61,0.80248,"HOW"
-176.61,0.80546,"HOW"
-176.61,0.8084,"HOW"
-176.61,0.81152,"HOW"
-176.61,0.81452,"HOW"
-176.61,0.81765,"HOW"
-176.62,0.82016,"HOW"
-176.62,0.82192,"HOW"
-176.62,0.82269,"HOW"
-176.62,0.82337,"HOW"
-176.63,0.8224,"HOW"
-176.63,0.81949,"HOW"
-176.62,0.81669,"HOW"
-176.62,0.81373,"HOW"
-176.62,0.81052,"HOW"
-176.62,0.80729,"HOW"
-176.62,0.80394,"HOW"
-176.62,0.80048,"HOW"
-176.62,0.79734,"HOW"
-176.62,0.79429,"HOW"
-176.62,0.79136,"HOW"
-160.01,-0.38176,"JAR"
-160,-0.38233,"JAR"
-160,-0.38184,"JAR"
-159.99,-0.38207,"JAR"
-159.99,-0.38208,"JAR"
-159.99,-0.38212,"JAR"
-159.98,-0.38235,"JAR"
-159.98,-0.38235,"JAR"
-159.97,-0.38179,"JAR"
-159.97,-0.37757,"JAR"
-159.97,-0.37344,"JAR"
-159.98,-0.37008,"JAR"
-159.98,-0.36717,"JAR"
-159.98,-0.36502,"JAR"
-159.99,-0.3637,"JAR"
-159.99,-0.36267,"JAR"
-160,-0.36155,"JAR"
-160,-0.3613,"JAR"
-160,-0.36285,"JAR"
-160.01,-0.36663,"JAR"
-160.01,-0.37018,"JAR"
-160.01,-0.37281,"JAR"
-160.01,-0.3761,"JAR"
-160.02,-0.37818,"JAR"
-169.5,16.688,"JOH"
-169.5,16.692,"JOH"
-169.5,16.694,"JOH"
-169.49,16.697,"JOH"
-169.49,16.695,"JOH"
-169.49,16.695,"JOH"
-169.49,16.695,"JOH"
-169.48,16.698,"JOH"
-169.48,16.699,"JOH"
-169.48,16.698,"JOH"
-169.48,16.699,"JOH"
-169.48,16.7,"JOH"
-169.48,16.703,"JOH"
-169.47,16.705,"JOH"
-169.47,16.702,"JOH"
-169.47,16.703,"JOH"
-169.47,16.705,"JOH"
-169.47,16.709,"JOH"
-169.47,16.71,"JOH"
-169.46,16.711,"JOH"
-169.47,16.712,"JOH"
-169.47,16.713,"JOH"
-169.46,16.713,"JOH"
-169.46,16.716,"JOH"
-169.46,16.717,"JOH"
-169.45,16.718,"JOH"
-169.45,16.715,"JOH"
-169.45,16.716,"JOH"
-169.45,16.718,"JOH"
-169.45,16.72,"JOH"
-169.44,16.722,"JOH"
-169.44,16.724,"JOH"
-169.44,16.728,"JOH"
-169.44,16.73,"JOH"
-169.44,16.728,"JOH"
-169.44,16.726,"JOH"
-169.44,16.727,"JOH"
-169.43,16.728,"JOH"
-169.43,16.727,"JOH"
-169.43,16.73,"JOH"
-169.43,16.731,"JOH"
-169.42,16.731,"JOH"
-169.42,16.734,"JOH"
-169.42,16.737,"JOH"
-169.42,16.74,"JOH"
-169.42,16.744,"JOH"
-169.42,16.747,"JOH"
-169.42,16.75,"JOH"
-169.42,16.75,"JOH"
-169.42,16.752,"JOH"
-169.42,16.753,"JOH"
-169.42,16.755,"JOH"
-169.42,16.757,"JOH"
-169.42,16.758,"JOH"
-169.42,16.761,"JOH"
-169.42,16.761,"JOH"
-169.41,16.757,"JOH"
-169.41,16.76,"JOH"
-169.42,16.763,"JOH"
-169.42,16.766,"JOH"
-169.42,16.769,"JOH"
-169.43,16.772,"JOH"
-169.43,16.776,"JOH"
-169.43,16.778,"JOH"
-169.44,16.781,"JOH"
-169.44,16.782,"JOH"
-169.45,16.783,"JOH"
-169.45,16.784,"JOH"
-169.46,16.785,"JOH"
-169.46,16.786,"JOH"
-169.46,16.786,"JOH"
-169.47,16.787,"JOH"
-169.47,16.788,"JOH"
-169.48,16.788,"JOH"
-169.48,16.788,"JOH"
-169.49,16.786,"JOH"
-169.49,16.784,"JOH"
-169.49,16.781,"JOH"
-169.5,16.778,"JOH"
-169.5,16.776,"JOH"
-169.51,16.774,"JOH"
-169.51,16.773,"JOH"
-169.52,16.771,"JOH"
-169.52,16.77,"JOH"
-169.52,16.767,"JOH"
-169.53,16.764,"JOH"
-169.53,16.761,"JOH"
-169.53,16.757,"JOH"
-169.54,16.754,"JOH"
-169.54,16.75,"JOH"
-169.54,16.747,"JOH"
-169.54,16.743,"JOH"
-169.55,16.74,"JOH"
-169.55,16.737,"JOH"
-169.55,16.733,"JOH"
-169.55,16.729,"JOH"
-169.56,16.725,"JOH"
-169.56,16.721,"JOH"
-169.56,16.717,"JOH"
-169.56,16.713,"JOH"
-169.56,16.708,"JOH"
-169.56,16.704,"JOH"
-169.56,16.699,"JOH"
-169.56,16.695,"JOH"
-169.56,16.69,"JOH"
-169.56,16.687,"JOH"
-169.56,16.688,"JOH"
-169.55,16.69,"JOH"
-169.55,16.692,"JOH"
-169.55,16.692,"JOH"
-169.55,16.692,"JOH"
-169.55,16.693,"JOH"
-169.54,16.695,"JOH"
-169.54,16.697,"JOH"
-169.54,16.695,"JOH"
-169.54,16.697,"JOH"
-169.54,16.7,"JOH"
-169.54,16.699,"JOH"
-169.54,16.701,"JOH"
-169.54,16.703,"JOH"
-169.54,16.705,"JOH"
-169.54,16.706,"JOH"
-169.54,16.707,"JOH"
-169.55,16.706,"JOH"
-169.54,16.709,"JOH"
-169.54,16.711,"JOH"
-169.54,16.71,"JOH"
-169.54,16.71,"JOH"
-169.53,16.712,"JOH"
-169.53,16.714,"JOH"
-169.53,16.715,"JOH"
-169.53,16.716,"JOH"
-169.52,16.718,"JOH"
-169.52,16.719,"JOH"
-169.52,16.718,"JOH"
-169.52,16.718,"JOH"
-169.52,16.714,"JOH"
-169.52,16.712,"JOH"
-169.51,16.709,"JOH"
-169.51,16.706,"JOH"
-169.51,16.706,"JOH"
-169.51,16.708,"JOH"
-169.51,16.706,"JOH"
-169.51,16.704,"JOH"
-169.5,16.704,"JOH"
-169.5,16.702,"JOH"
-169.5,16.701,"JOH"
-169.5,16.703,"JOH"
-169.5,16.705,"JOH"
-169.5,16.707,"JOH"
-169.49,16.705,"JOH"
-169.49,16.704,"JOH"
-169.49,16.702,"JOH"
-169.5,16.701,"JOH"
-169.49,16.699,"JOH"
-169.5,16.697,"JOH"
-169.5,16.695,"JOH"
-169.5,16.697,"JOH"
-169.5,16.698,"JOH"
-169.5,16.701,"JOH"
-169.5,16.698,"JOH"
-169.51,16.697,"JOH"
-169.51,16.693,"JOH"
-169.5,16.693,"JOH"
-169.51,16.691,"JOH"
-169.5,16.69,"JOH"
-169.5,16.688,"JOH"
-169.5,16.688,"JOH"
-169.5,16.688,"JOH"
-169.5,16.687,"JOH"
-169.5,16.687,"JOH"
-156.66,20.504,"KAH"
-156.65,20.508,"KAH"
-156.65,20.511,"KAH"
-156.65,20.508,"KAH"
-156.64,20.504,"KAH"
-156.64,20.504,"KAH"
-156.63,20.506,"KAH"
-156.63,20.508,"KAH"
-156.63,20.511,"KAH"
-156.62,20.512,"KAH"
-156.62,20.514,"KAH"
-156.61,20.514,"KAH"
-156.61,20.514,"KAH"
-156.61,20.514,"KAH"
-156.6,20.517,"KAH"
-156.6,20.52,"KAH"
-156.6,20.52,"KAH"
-156.6,20.516,"KAH"
-156.59,20.512,"KAH"
-156.59,20.509,"KAH"
-156.59,20.507,"KAH"
-156.58,20.509,"KAH"
-156.58,20.51,"KAH"
-156.57,20.512,"KAH"
-156.57,20.513,"KAH"
-156.56,20.514,"KAH"
-156.56,20.515,"KAH"
-156.55,20.516,"KAH"
-156.55,20.513,"KAH"
-156.55,20.51,"KAH"
-156.54,20.511,"KAH"
-156.54,20.514,"KAH"
-156.54,20.519,"KAH"
-156.54,20.522,"KAH"
-156.53,20.524,"KAH"
-156.53,20.529,"KAH"
-156.53,20.533,"KAH"
-156.53,20.537,"KAH"
-156.54,20.538,"KAH"
-156.54,20.538,"KAH"
-156.55,20.537,"KAH"
-156.55,20.538,"KAH"
-156.55,20.543,"KAH"
-156.55,20.547,"KAH"
-156.55,20.551,"KAH"
-156.55,20.555,"KAH"
-156.55,20.56,"KAH"
-156.55,20.564,"KAH"
-156.54,20.566,"KAH"
-156.54,20.568,"KAH"
-156.54,20.572,"KAH"
-156.54,20.576,"KAH"
-156.54,20.58,"KAH"
-156.54,20.584,"KAH"
-156.55,20.587,"KAH"
-156.55,20.591,"KAH"
-156.55,20.594,"KAH"
-156.55,20.598,"KAH"
-156.56,20.601,"KAH"
-156.56,20.604,"KAH"
-156.56,20.606,"KAH"
-156.57,20.607,"KAH"
-156.57,20.607,"KAH"
-156.58,20.606,"KAH"
-156.58,20.605,"KAH"
-156.59,20.603,"KAH"
-156.59,20.602,"KAH"
-156.6,20.6,"KAH"
-156.6,20.598,"KAH"
-156.6,20.594,"KAH"
-156.61,20.593,"KAH"
-156.61,20.59,"KAH"
-156.62,20.587,"KAH"
-156.62,20.585,"KAH"
-156.62,20.583,"KAH"
-156.63,20.581,"KAH"
-156.63,20.578,"KAH"
-156.63,20.575,"KAH"
-156.64,20.572,"KAH"
-156.64,20.571,"KAH"
-156.65,20.568,"KAH"
-156.65,20.566,"KAH"
-156.65,20.564,"KAH"
-156.66,20.564,"KAH"
-156.66,20.562,"KAH"
-156.67,20.561,"KAH"
-156.67,20.56,"KAH"
-156.68,20.559,"KAH"
-156.68,20.556,"KAH"
-156.68,20.552,"KAH"
-156.69,20.549,"KAH"
-156.69,20.546,"KAH"
-156.69,20.543,"KAH"
-156.7,20.541,"KAH"
-156.7,20.539,"KAH"
-156.7,20.535,"KAH"
-156.71,20.532,"KAH"
-156.71,20.53,"KAH"
-156.71,20.529,"KAH"
-156.72,20.53,"KAH"
-156.72,20.525,"KAH"
-156.71,20.522,"KAH"
-156.71,20.521,"KAH"
-156.71,20.519,"KAH"
-156.7,20.518,"KAH"
-156.7,20.516,"KAH"
-156.69,20.514,"KAH"
-156.69,20.512,"KAH"
-156.69,20.508,"KAH"
-156.68,20.505,"KAH"
-156.68,20.502,"KAH"
-156.68,20.502,"KAH"
-156.67,20.501,"KAH"
-156.67,20.501,"KAH"
-159.44,21.868,"KAU"
-159.44,21.87,"KAU"
-159.43,21.871,"KAU"
-159.43,21.872,"KAU"
-159.43,21.875,"KAU"
-159.42,21.877,"KAU"
-159.42,21.878,"KAU"
-159.41,21.881,"KAU"
-159.41,21.883,"KAU"
-159.41,21.885,"KAU"
-159.4,21.889,"KAU"
-159.4,21.893,"KAU"
-159.4,21.897,"KAU"
-159.4,21.898,"KAU"
-159.39,21.9,"KAU"
-159.39,21.901,"KAU"
-159.38,21.904,"KAU"
-159.38,21.908,"KAU"
-159.38,21.913,"KAU"
-159.38,21.916,"KAU"
-159.37,21.918,"KAU"
-159.37,21.921,"KAU"
-159.37,21.923,"KAU"
-159.36,21.926,"KAU"
-159.36,21.928,"KAU"
-159.36,21.929,"KAU"
-159.35,21.931,"KAU"
-159.35,21.934,"KAU"
-159.35,21.937,"KAU"
-159.35,21.941,"KAU"
-159.34,21.945,"KAU"
-159.34,21.947,"KAU"
-159.34,21.95,"KAU"
-159.34,21.954,"KAU"
-159.34,21.952,"KAU"
-159.34,21.952,"KAU"
-159.33,21.954,"KAU"
-159.33,21.957,"KAU"
-159.33,21.961,"KAU"
-159.33,21.965,"KAU"
-159.33,21.969,"KAU"
-159.33,21.974,"KAU"
-159.33,21.978,"KAU"
-159.33,21.981,"KAU"
-159.33,21.985,"KAU"
-159.33,21.988,"KAU"
-159.33,21.992,"KAU"
-159.33,21.995,"KAU"
-159.33,21.997,"KAU"
-159.33,22.001,"KAU"
-159.33,22.006,"KAU"
-159.33,22.01,"KAU"
-159.33,22.013,"KAU"
-159.33,22.017,"KAU"
-159.33,22.021,"KAU"
-159.33,22.025,"KAU"
-159.33,22.029,"KAU"
-159.33,22.033,"KAU"
-159.33,22.037,"KAU"
-159.32,22.04,"KAU"
-159.32,22.043,"KAU"
-159.32,22.044,"KAU"
-159.32,22.043,"KAU"
-159.31,22.047,"KAU"
-159.31,22.05,"KAU"
-159.31,22.054,"KAU"
-159.31,22.059,"KAU"
-159.31,22.063,"KAU"
-159.31,22.067,"KAU"
-159.31,22.071,"KAU"
-159.3,22.075,"KAU"
-159.3,22.079,"KAU"
-159.3,22.083,"KAU"
-159.3,22.087,"KAU"
-159.3,22.091,"KAU"
-159.3,22.094,"KAU"
-159.3,22.098,"KAU"
-159.29,22.1,"KAU"
-159.29,22.104,"KAU"
-159.29,22.108,"KAU"
-159.29,22.113,"KAU"
-159.29,22.117,"KAU"
-159.29,22.121,"KAU"
-159.29,22.125,"KAU"
-159.29,22.129,"KAU"
-159.29,22.129,"KAU"
-159.28,22.132,"KAU"
-159.28,22.136,"KAU"
-159.28,22.141,"KAU"
-159.29,22.145,"KAU"
-159.29,22.149,"KAU"
-159.29,22.152,"KAU"
-159.29,22.155,"KAU"
-159.29,22.159,"KAU"
-159.3,22.162,"KAU"
-159.3,22.164,"KAU"
-159.3,22.168,"KAU"
-159.3,22.17,"KAU"
-159.31,22.171,"KAU"
-159.3,22.173,"KAU"
-159.3,22.174,"KAU"
-159.31,22.177,"KAU"
-159.31,22.181,"KAU"
-159.31,22.185,"KAU"
-159.31,22.189,"KAU"
-159.32,22.191,"KAU"
-159.32,22.194,"KAU"
-159.32,22.197,"KAU"
-159.32,22.199,"KAU"
-159.33,22.203,"KAU"
-159.33,22.207,"KAU"
-159.33,22.209,"KAU"
-159.34,22.211,"KAU"
-159.34,22.214,"KAU"
-159.34,22.216,"KAU"
-159.35,22.216,"KAU"
-159.35,22.218,"KAU"
-159.35,22.219,"KAU"
-159.36,22.219,"KAU"
-159.36,22.217,"KAU"
-159.36,22.22,"KAU"
-159.37,22.22,"KAU"
-159.37,22.222,"KAU"
-159.37,22.222,"KAU"
-159.38,22.22,"KAU"
-159.38,22.223,"KAU"
-159.38,22.226,"KAU"
-159.38,22.23,"KAU"
-159.39,22.232,"KAU"
-159.39,22.231,"KAU"
-159.4,22.232,"KAU"
-159.4,22.234,"KAU"
-159.4,22.237,"KAU"
-159.41,22.237,"KAU"
-159.41,22.233,"KAU"
-159.41,22.233,"KAU"
-159.42,22.232,"KAU"
-159.42,22.229,"KAU"
-159.42,22.23,"KAU"
-159.42,22.232,"KAU"
-159.43,22.23,"KAU"
-159.43,22.226,"KAU"
-159.43,22.224,"KAU"
-159.43,22.227,"KAU"
-159.43,22.231,"KAU"
-159.43,22.235,"KAU"
-159.44,22.236,"KAU"
-159.44,22.237,"KAU"
-159.45,22.237,"KAU"
-159.45,22.238,"KAU"
-159.46,22.237,"KAU"
-159.46,22.234,"KAU"
-159.46,22.234,"KAU"
-159.47,22.235,"KAU"
-159.47,22.238,"KAU"
-159.47,22.238,"KAU"
-159.47,22.237,"KAU"
-159.47,22.236,"KAU"
-159.47,22.239,"KAU"
-159.48,22.238,"KAU"
-159.47,22.236,"KAU"
-159.48,22.234,"KAU"
-159.48,22.235,"KAU"
-159.48,22.238,"KAU"
-159.48,22.238,"KAU"
-159.49,22.236,"KAU"
-159.49,22.233,"KAU"
-159.5,22.233,"KAU"
-159.5,22.231,"KAU"
-159.5,22.229,"KAU"
-159.51,22.225,"KAU"
-159.5,22.221,"KAU"
-159.51,22.217,"KAU"
-159.51,22.216,"KAU"
-159.51,22.219,"KAU"
-159.52,22.219,"KAU"
-159.52,22.22,"KAU"
-159.52,22.223,"KAU"
-159.53,22.222,"KAU"
-159.53,22.22,"KAU"
-159.54,22.219,"KAU"
-159.54,22.223,"KAU"
-159.53,22.225,"KAU"
-159.53,22.229,"KAU"
-159.53,22.229,"KAU"
-159.53,22.232,"KAU"
-159.53,22.233,"KAU"
-159.54,22.234,"KAU"
-159.54,22.236,"KAU"
-159.55,22.238,"KAU"
-159.55,22.237,"KAU"
-159.55,22.232,"KAU"
-159.55,22.235,"KAU"
-159.55,22.239,"KAU"
-159.55,22.242,"KAU"
-159.56,22.243,"KAU"
-159.56,22.241,"KAU"
-159.56,22.239,"KAU"
-159.56,22.237,"KAU"
-159.56,22.239,"KAU"
-159.57,22.239,"KAU"
-159.57,22.241,"KAU"
-159.57,22.237,"KAU"
-159.57,22.235,"KAU"
-159.57,22.235,"KAU"
-159.57,22.232,"KAU"
-159.57,22.228,"KAU"
-159.57,22.226,"KAU"
-159.57,22.227,"KAU"
-159.58,22.229,"KAU"
-159.58,22.232,"KAU"
-159.58,22.231,"KAU"
-159.58,22.233,"KAU"
-159.58,22.231,"KAU"
-159.59,22.229,"KAU"
-159.59,22.228,"KAU"
-159.59,22.225,"KAU"
-159.59,22.221,"KAU"
-159.6,22.223,"KAU"
-159.6,22.222,"KAU"
-159.6,22.221,"KAU"
-159.6,22.218,"KAU"
-159.6,22.218,"KAU"
-159.6,22.216,"KAU"
-159.6,22.215,"KAU"
-159.6,22.211,"KAU"
-159.61,22.208,"KAU"
-159.61,22.212,"KAU"
-159.61,22.209,"KAU"
-159.61,22.206,"KAU"
-159.61,22.203,"KAU"
-159.62,22.202,"KAU"
-159.62,22.201,"KAU"
-159.63,22.199,"KAU"
-159.63,22.196,"KAU"
-159.63,22.195,"KAU"
-159.64,22.192,"KAU"
-159.64,22.188,"KAU"
-159.65,22.186,"KAU"
-159.65,22.184,"KAU"
-159.65,22.182,"KAU"
-159.66,22.18,"KAU"
-159.66,22.176,"KAU"
-159.67,22.174,"KAU"
-159.67,22.172,"KAU"
-159.67,22.171,"KAU"
-159.68,22.17,"KAU"
-159.68,22.169,"KAU"
-159.69,22.17,"KAU"
-159.69,22.169,"KAU"
-159.7,22.17,"KAU"
-159.7,22.171,"KAU"
-159.71,22.169,"KAU"
-159.71,22.169,"KAU"
-159.71,22.167,"KAU"
-159.72,22.166,"KAU"
-159.72,22.165,"KAU"
-159.72,22.163,"KAU"
-159.71,22.161,"KAU"
-159.71,22.158,"KAU"
-159.72,22.157,"KAU"
-159.72,22.157,"KAU"
-159.73,22.155,"KAU"
-159.73,22.153,"KAU"
-159.73,22.149,"KAU"
-159.73,22.146,"KAU"
-159.73,22.142,"KAU"
-159.74,22.138,"KAU"
-159.74,22.134,"KAU"
-159.74,22.13,"KAU"
-159.74,22.126,"KAU"
-159.74,22.123,"KAU"
-159.74,22.119,"KAU"
-159.74,22.115,"KAU"
-159.75,22.112,"KAU"
-159.75,22.107,"KAU"
-159.75,22.104,"KAU"
-159.75,22.1,"KAU"
-159.76,22.096,"KAU"
-159.76,22.094,"KAU"
-159.76,22.091,"KAU"
-159.77,22.088,"KAU"
-159.77,22.087,"KAU"
-159.77,22.084,"KAU"
-159.77,22.081,"KAU"
-159.78,22.077,"KAU"
-159.78,22.074,"KAU"
-159.78,22.072,"KAU"
-159.79,22.074,"KAU"
-159.79,22.078,"KAU"
-159.79,22.082,"KAU"
-159.79,22.086,"KAU"
-159.78,22.089,"KAU"
-159.79,22.087,"KAU"
-159.79,22.083,"KAU"
-159.79,22.079,"KAU"
-159.79,22.075,"KAU"
-159.79,22.07,"KAU"
-159.79,22.066,"KAU"
-159.79,22.062,"KAU"
-159.79,22.058,"KAU"
-159.79,22.053,"KAU"
-159.79,22.049,"KAU"
-159.79,22.045,"KAU"
-159.8,22.04,"KAU"
-159.8,22.036,"KAU"
-159.8,22.031,"KAU"
-159.8,22.027,"KAU"
-159.8,22.022,"KAU"
-159.8,22.018,"KAU"
-159.79,22.014,"KAU"
-159.79,22.011,"KAU"
-159.79,22.007,"KAU"
-159.78,22.004,"KAU"
-159.78,22.001,"KAU"
-159.78,21.997,"KAU"
-159.78,21.993,"KAU"
-159.77,21.991,"KAU"
-159.77,21.988,"KAU"
-159.77,21.984,"KAU"
-159.77,21.98,"KAU"
-159.76,21.977,"KAU"
-159.76,21.975,"KAU"
-159.75,21.973,"KAU"
-159.75,21.971,"KAU"
-159.75,21.968,"KAU"
-159.74,21.967,"KAU"
-159.74,21.965,"KAU"
-159.73,21.965,"KAU"
-159.73,21.964,"KAU"
-159.72,21.962,"KAU"
-159.72,21.959,"KAU"
-159.72,21.955,"KAU"
-159.72,21.953,"KAU"
-159.71,21.95,"KAU"
-159.71,21.95,"KAU"
-159.7,21.952,"KAU"
-159.7,21.952,"KAU"
-159.69,21.952,"KAU"
-159.69,21.952,"KAU"
-159.68,21.95,"KAU"
-159.68,21.95,"KAU"
-159.67,21.948,"KAU"
-159.67,21.945,"KAU"
-159.67,21.941,"KAU"
-159.67,21.937,"KAU"
-159.67,21.935,"KAU"
-159.67,21.932,"KAU"
-159.66,21.929,"KAU"
-159.66,21.928,"KAU"
-159.66,21.927,"KAU"
-159.66,21.923,"KAU"
-159.66,21.922,"KAU"
-159.66,21.92,"KAU"
-159.66,21.919,"KAU"
-159.66,21.916,"KAU"
-159.65,21.914,"KAU"
-159.65,21.912,"KAU"
-159.65,21.91,"KAU"
-159.64,21.91,"KAU"
-159.64,21.91,"KAU"
-159.63,21.909,"KAU"
-159.63,21.906,"KAU"
-159.63,21.904,"KAU"
-159.62,21.902,"KAU"
-159.62,21.898,"KAU"
